COLE_COD_DEPTO_UBICACION,COLE_COD_MCPIO_UBICACION,COLE_COD_DANE_ESTABLECIMIENTO,PUNT_GLOBAL,PERCENTIL_GLOBAL,calendario_a,calendario_b,cole_publico,cole_privado,cole_rural,cole_urbano,cole_nbilingue,cole_bilingue,cole_academico,COLE_CARACTER_NO APLICA,COLE_CARACTER_TÉCNICO,COLE_CARACTER_TÉCNICO/ACADÉMICO,etnia_si,internet_si,computador_si,ID
11.0,11001.0,1,323.8936170212766,90.02127659574468,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,47,47,47
11.0,11001.0,1,279.90909090909093,72.18181818181819,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,11,9,11
11.0,11001.0,1,266.5,63.35,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,39,39,40
11.0,11001.0,1,293.1025641025641,76.8974358974359,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,39,38,39
11.0,11001.0,1,256.26666666666665,57.8,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,15,15,15
11.0,11001.0,1,272.7142857142857,67.92857142857143,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,14,13,14
11.0,11001.0,1,314.2083333333333,84.91666666666667,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,24,24,24
11.0,11001.0,1,292.35714285714283,77.61904761904762,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,42,42,42
11.0,11001.0,1,288.05263157894734,74.14473684210526,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,76,74,76
11.0,11001.0,1,262.1081081081081,61.13513513513514,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1,36,31,37
11.0,11001.0,1,242.08,48.52,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,24,20,25
11.0,11001.0,1,299.9642857142857,79.78571428571429,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,28,27,28
11.0,11001.0,1,261.05555555555554,59.68518518518518,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,53,51,54
11.0,11001.0,1,312.5,86.1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,10,10,10
11.0,11001.0,1,278.34285714285716,69.11428571428571,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,34,29,35
11.0,11001.0,1,321.037037037037,89.92592592592592,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,27,27,27
11.0,11001.0,1,258.8095238095238,59.07142857142857,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,42,42,42
11.0,11001.0,1,288.875,75.125,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,8,7,8
11.0,11001.0,1,320.1515151515151,88.72727272727273,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,33,31,33
11.0,11001.0,1,279.4193548387097,69.80645161290323,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,30,29,31
11.0,11001.0,1,305.2857142857143,81.21428571428571,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,14,14,14
11.0,11001.0,1,334.1020408163265,92.04081632653062,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,49,49,49
11.0,11001.0,1,282.70175438596493,65.78947368421052,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,55,55,57
11.0,11001.0,1,251.3661971830986,54.563380281690144,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,70,66,71
11.0,11001.0,1,260.40909090909093,60.09090909090909,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,22,21,22
11.0,11001.0,1,283.5833333333333,72.41666666666667,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,12,10,12
11.0,11001.0,1,257.5882352941176,57.85294117647059,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,33,32,34
11.0,11001.0,1,273.4347826086956,67.3913043478261,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,23,23,23
11.0,11001.0,1,262.73333333333335,60.4,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,15,14,15
11.0,11001.0,1,210.53846153846155,27.53846153846154,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,13,13,13
11.0,11001.0,1,309.30434782608694,84.6086956521739,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,23,23,23
11.0,11001.0,1,298.0,82.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,3,3,3
11.0,11001.0,1,258.5925925925926,58.48148148148148,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,54,54,54
11.0,11001.0,1,302.4736842105263,81.02631578947368,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,38,38,38
11.0,11001.0,1,282.575,72.175,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,40,39,40
11.0,11001.0,1,277.1914893617021,69.40425531914893,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,47,46,47
11.0,11001.0,1,270.85,65.3,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,19,17,20
11.0,11001.0,1,253.06666666666666,55.03333333333333,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,30,29,30
11.0,11001.0,1,232.66666666666666,44.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,3,2,3
11.0,11001.0,1,274.22857142857146,68.65714285714286,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,34,34,35
11.0,11001.0,1,249.69230769230768,51.69230769230769,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,12,13,13
11.0,11001.0,1,309.6296296296296,82.70370370370371,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,27,23,27
11.0,11001.0,1,308.525,82.9,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,40,40,40
11.0,11001.0,1,309.84251968503935,84.62204724409449,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,125,123,127
11.0,11001.0,1,299.94117647058823,81.52941176470588,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,17,17,17
11.0,11001.0,1,287.73722627737226,74.24087591240875,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,135,129,137
11.0,11001.0,1,302.0,81.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,48,48,48
11.0,11001.0,1,327.4,63.36363636363637,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,55,55,55
11.0,11001.0,1,315.1875,83.8125,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,16,15,16
11.0,11001.0,1,266.89285714285717,62.892857142857146,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,27,25,28
11.0,11001.0,1,269.3333333333333,65.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,9,8,9
11.0,11001.0,1,270.22222222222223,65.38888888888889,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,18,17,18
11.0,11001.0,1,275.4313725490196,66.88235294117646,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,51,46,51
11.0,11001.0,1,247.16,51.76,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,50,46,50
11.0,11001.0,1,258.13157894736844,58.63157894736842,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,37,36,38
11.0,11001.0,1,271.9811320754717,66.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,53,51,53
11.0,11001.0,1,289.7692307692308,75.92307692307692,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,13,13,13
11.0,11001.0,1,251.0909090909091,53.696969696969695,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,33,33,33
11.0,11001.0,1,237.66666666666666,45.93333333333333,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,15,15,15
11.0,11001.0,1,238.1764705882353,46.1764705882353,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,17,16,17
11.0,11001.0,1,284.8636363636364,72.86363636363636,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,21,22,22
11.0,11001.0,1,290.56962025316454,75.46835443037975,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,75,75,79
11.0,11001.0,1,312.65546218487395,85.78151260504201,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,119,119,119
11.0,11001.0,1,321.26153846153846,88.15384615384616,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,64,64,65
11.0,11001.0,1,272.2258064516129,66.16129032258064,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,30,31,31
11.0,11001.0,1,269.61538461538464,64.92307692307692,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,13,13,13
11.0,11001.0,1,274.92857142857144,67.07142857142857,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,14,14,14
11.0,11001.0,1,277.0833333333333,68.88461538461539,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,152,142,156
11.0,11001.0,1,345.80555555555554,73.83333333333333,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,36,36,36
11.0,11001.0,1,263.29411764705884,61.411764705882355,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,16,13,17
11.0,11001.0,1,225.5,37.625,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,8,7,8
11.0,11001.0,1,278.0,69.25,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,39,31,40
11.0,11001.0,1,255.86206896551724,56.810344827586206,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,56,50,58
11.0,11001.0,1,320.0,92.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1,1,1
11.0,11001.0,1,252.85294117647058,55.23529411764706,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,33,33,34
11.0,11001.0,1,291.9516129032258,75.8225806451613,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,62,55,62
11.0,11001.0,1,282.3170731707317,72.1951219512195,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1,41,41,41
11.0,11001.0,1,284.8333333333333,72.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,11,10,12
11.0,11001.0,1,273.7894736842105,67.94736842105263,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,18,17,19
11.0,11001.0,1,305.9230769230769,51.92307692307692,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,13,12,13
11.0,11001.0,1,305.0833333333333,82.77777777777777,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,36,34,36
11.0,11001.0,1,252.2,54.04,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,25,25,25
11.0,11001.0,1,304.625,83.8125,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,32,32,32
11.0,11001.0,1,220.25,36.5,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,3,4,4
11.0,11001.0,1,260.76190476190476,58.904761904761905,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,21,20,21
11.0,11001.0,1,240.95,47.5,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,19,16,20
11.0,11001.0,1,275.4868421052632,68.05263157894737,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,75,69,76
11.0,11001.0,1,292.86167146974066,75.96253602305475,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4,338,323,347
11.0,11001.0,1,303.9,81.94285714285714,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,70,68,70
11.0,11001.0,1,273.6111111111111,67.42222222222222,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,88,83,90
11.0,11001.0,1,293.53846153846155,75.61538461538461,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,13,13,13
11.0,11001.0,1,293.47058823529414,76.92156862745098,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1,99,98,102
11.0,11001.0,1,326.28205128205127,90.6923076923077,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,39,39,39
11.0,11001.0,1,237.33333333333334,45.666666666666664,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,3,3,3
11.0,11001.0,1,255.73333333333332,27.2,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,15,15,15
11.0,11001.0,1,290.72727272727275,78.0909090909091,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,22,21,22
11.0,11001.0,1,283.5,72.42857142857143,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,27,27,28
11.0,11001.0,1,286.4318181818182,73.90151515151516,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,131,124,132
11.0,11001.0,1,341.85185185185185,94.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,27,25,27
11.0,11001.0,1,385.3333333333333,99.77777777777777,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,17,18,18
11.0,11001.0,1,226.33333333333334,39.142857142857146,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,32,18,42
11.0,11001.0,1,287.0,73.53488372093024,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,43,43,43
11.0,11001.0,1,250.25,53.25,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,4,4,4
11.0,11001.0,1,246.86301369863014,51.465753424657535,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,72,67,73
11.0,11001.0,1,255.875,56.1875,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,16,11,16
11.0,11001.0,1,281.44444444444446,70.91666666666667,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,35,36,36
11.0,11001.0,1,278.65,69.075,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,40,40,40
11.0,11001.0,1,262.8181818181818,60.18181818181818,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1,11,10,11
11.0,11001.0,1,301.3333333333333,80.46969696969697,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,66,66,66
11.0,11001.0,1,299.0,81.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,3,3,3
11.0,11001.0,1,252.57142857142858,54.285714285714285,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,27,25,28
11.0,11001.0,1,274.0,69.7,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,10,10,10
11.0,11001.0,1,369.05,98.3,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,60,60,60
11.0,11001.0,1,341.9166666666667,95.08333333333333,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1,12,12,12
11.0,11001.0,1,270.9655172413793,64.62068965517241,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,29,29,29
11.0,11001.0,1,333.3636363636364,93.0909090909091,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,11,11,11
11.0,11001.0,1,232.3,41.9,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,9,7,10
11.0,11001.0,1,267.75471698113205,62.264150943396224,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,51,52,53
11.0,11001.0,1,235.5,44.142857142857146,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,12,11,14
11.0,11001.0,1,277.02702702702703,68.56756756756756,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,110,108,111
11.0,11001.0,1,254.375,56.875,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,8,8,8
11.0,11001.0,1,260.97087378640776,60.33009708737864,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,101,92,103
11.0,11001.0,1,377.19354838709677,98.70967741935483,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,62,62,62
11.0,11001.0,1,251.66666666666666,53.27777777777778,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,18,17,18
11.0,11001.0,1,256.1095890410959,57.06849315068493,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,70,67,73
11.0,11001.0,1,277.1636363636364,69.10909090909091,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,53,53,55
11.0,11001.0,1,259.25,59.23076923076923,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,51,50,52
11.0,11001.0,1,273.4166666666667,67.25,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,12,12,12
11.0,11001.0,1,345.78723404255317,73.82978723404256,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,47,47,47
11.0,11001.0,1,316.65384615384613,87.61538461538461,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,26,26,26
11.0,11001.0,1,310.8205128205128,84.84615384615384,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,39,39,39
11.0,11001.0,1,258.0,57.54545454545455,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,22,16,22
11.0,11001.0,1,265.0,62.22727272727273,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,22,21,22
11.0,11001.0,1,280.4,70.88,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,25,24,25
11.0,11001.0,1,244.0344827586207,49.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,26,25,29
11.0,11001.0,1,282.17857142857144,71.39285714285714,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1,28,28,28
11.0,11001.0,1,311.39351851851853,84.50462962962963,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2,216,215,216
11.0,11001.0,1,272.38461538461536,67.3076923076923,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,13,12,13
11.0,11001.0,1,269.4727272727273,65.63636363636364,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,53,53,55
11.0,11001.0,1,243.6451612903226,48.806451612903224,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,30,28,31
11.0,11001.0,1,291.9166666666667,66.33333333333333,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,24,24,24
11.0,11001.0,1,286.3939393939394,74.21212121212122,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,32,32,33
11.0,11001.0,1,323.7142857142857,86.71428571428571,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,7,7,7
11.0,11001.0,1,286.25,75.125,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,7,8,8
11.0,11001.0,1,264.9,58.1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1,10,8,10
11.0,11001.0,1,369.7857142857143,98.52380952380952,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,42,42,42
11.0,11001.0,1,307.85714285714283,82.71428571428571,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,7,7,7
11.0,11001.0,1,263.0,60.25,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,12,11,12
11.0,11001.0,1,251.07142857142858,54.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,14,12,14
11.0,11001.0,1,341.7692307692308,93.07692307692308,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,26,26,26
11.0,11001.0,1,273.0,67.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,7,7,7
11.0,11001.0,1,315.36,86.56,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,25,25,25
11.0,11001.0,1,284.9130434782609,73.32608695652173,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,46,46,46
11.0,11001.0,1,275.6,68.6,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,15,15,15
11.0,11001.0,1,278.4375,68.20833333333333,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,47,45,48
11.0,11001.0,1,283.36842105263156,73.10526315789474,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,19,18,19
11.0,11001.0,1,300.22222222222223,79.42592592592592,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,54,54,54
11.0,11001.0,1,352.5222929936306,95.71337579617834,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1,156,157,157
11.0,11001.0,1,246.27272727272728,51.18181818181818,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,10,10,11
11.0,11001.0,1,299.2121212121212,79.12121212121212,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,33,33,33
11.0,11001.0,1,230.54545454545453,41.63636363636363,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,22,18,22
11.0,11001.0,1,211.93333333333334,29.466666666666665,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,14,12,15
11.0,11001.0,1,225.75,38.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,8,8,8
11.0,11001.0,1,227.21052631578948,39.78947368421053,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,18,15,19
11.0,11001.0,1,232.25,42.875,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,65,52,72
11.0,11001.0,1,244.61818181818182,50.127272727272725,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,54,43,55
11.0,11001.0,1,292.36486486486484,77.14864864864865,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,72,72,74
11.0,11001.0,1,260.65,59.25,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,19,17,20
11.0,11001.0,1,245.22857142857143,50.91428571428571,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,33,27,35
11.0,11001.0,1,281.1875,71.125,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,32,31,32
